RowID,Status,Phase,Recipient,Log_Level,Log_Message,Attachment,RPA_Team_Emails,Business_Team_Emails,Email_Subject,Email_Body_Prefix,Email_Body_Suffix,Email_CC,Email_BCC,Process Cycle Code,Environment Details,Date Time,Parameters,Email_Body
90,Inactive,Process - DCR - Add Data Row,RPA Team,Info,Adding Updated Line To Updated Table Started,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Adding Updated Line To Updated Table Started,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,,
91,Inactive,Process - DCR - Add Data Row,RPA Team,Info,Adding Updated Line To Updated Table Completed,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Adding Updated Line To Updated Table Completed,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,,
92,Inactive,Process - DCR - Add Data Row,RPA Team,Info,Navigating to Next Line,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Navigating to Next Line,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,,
93,Inactive,Process - DCR - Add Data Row,RPA Team,Info,Navigating to Reporting,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Navigating to Reporting,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,,
94,Active,Process - DCR - Add Data Row,Business Team,Fatal,System Exception at Adding Updated Line To Updated Table,Y,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,System Exception at Adding Updated Line To Updated Table,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,,
95,Active,Process - DCR - Add Data Row,Business Team,Warn,Business Exception at Adding Updated Line To Updated Table,Y,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Business Exception at Adding Updated Line To Updated Table,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,,
96,Inactive,Process - DCR - Send Report,RPA Team,Info,Generating DCR Run Report Started,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Generating DCR Run Report Started,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,,
97,Inactive,Process - DCR - Send Report,RPA Team,Info,Generating DCR Run Report Completed,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Generating DCR Run Report Completed,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,,
98,Active,Process - DCR,Business Team,Info,DCR Process Completed,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,DCR Process Completed,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,Extraction Result File Path (Inactive),
99,Inactive,Process,RPA Team,Info,Each Invoice File Process Completed,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Each Invoice File Process Completed,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,,
100,Inactive,End Process,RPA Team,Info,InvoiceBotz Performer Process Completed,N,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,InvoiceBotz Performer Process Completed,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,,
101,Active,End Process,Business Team,Info,Process Output - List of Invoice Files Excuted,Y,Manik.Walia@Wonderbotz.com,Nisarg.Kadam@Wonderbotz.com,Process Output - List of Invoice Files Excuted,"<p>Dear Team,<br /><br />Please find below Notification from <strong>InvoiceBotz Performer</strong>:<br /><br /><strong>Message</strong>: <strong>$Message<br /></strong><br /><strong>Process Cycle Code</strong>: $Process_Cycle_Code<br /><strong>MachineUser</strong>: $Machine_User<br /><strong>Date &amp; Time</strong>: $Date_Time</p>","<p><strong><br /><br /></strong><span style=""color: #999999;"">**This is an autogenerated email, please DO NOT REPLY.<br /><br /></span>Regards,<br />InvoiceBotz Team</p>",Kalyani.Raval@Wonderbotz.com,Manik.walia@Wonderbotz.com,Process Cycle Code,Environment Details,Date Time,,
